-OyDO1g74vc,1248,0.098,0.125,0.449,0.796,2,37
-OyDO1g74vc,1249,0.162,0.130,0.483,0.802,2,37
-OyDO1g74vc,1487,0.703,0.174,0.905,0.763,2,100
-OyDO1g74vc,1549,0.002,0.000,0.594,0.995,2,165
-OyDO1g74vc,1692,0.778,0.010,1.000,1.000,2,187
-OyDO1g74vc,1748,0.669,0.277,0.998,0.983,2,197
-XpUuIgyUHE,1552,0.026,0.190,0.728,0.933,2,418
-ZFgsrolSxo,1528,0.110,0.018,0.697,1.000,2,157
-ZFgsrolSxo,1528,0.351,0.106,0.869,0.993,2,158
053oq2xB3oU,1640,0.097,0.147,0.775,0.873,2,726
053oq2xB3oU,1685,0.470,0.227,0.793,0.764,2,733
0f39OWEqJ24,1133,0.716,0.077,1.000,0.969,2,94
0f39OWEqJ24,1134,0.683,0.040,1.000,1.000,2,94
0f39OWEqJ24,1279,0.106,0.085,0.970,0.975,2,144
0f39OWEqJ24,1280,0.203,0.084,0.965,0.970,2,144
0f39OWEqJ24,1281,0.143,0.089,0.964,0.975,2,144
0f39OWEqJ24,1385,0.131,0.115,0.808,0.981,2,178
0f39OWEqJ24,1440,0.141,0.258,0.505,0.915,2,206
0f39OWEqJ24,1447,0.019,0.014,0.992,1.000,2,210
0f39OWEqJ24,1449,0.214,0.008,0.969,0.985,2,210
0wBYFahr3uI,0945,0.015,0.186,0.409,0.890,2,18
0wBYFahr3uI,0946,0.012,0.146,0.728,0.885,2,18
1ReZIMmD_8E,1048,0.128,0.269,0.425,0.977,2,23
1ReZIMmD_8E,1057,0.011,0.267,0.319,0.980,2,23
1ReZIMmD_8E,1109,0.009,0.176,0.247,0.972,2,38
1ReZIMmD_8E,1251,0.453,0.253,0.633,0.992,2,101
1ReZIMmD_8E,1260,0.273,0.249,0.454,0.974,2,111
1ReZIMmD_8E,1267,0.587,0.222,0.742,0.991,2,127
1ReZIMmD_8E,1323,0.131,0.109,0.466,0.990,2,201
1ReZIMmD_8E,1335,0.421,0.231,0.874,0.981,2,212
1ReZIMmD_8E,1341,0.311,0.607,0.634,0.992,2,213
1ReZIMmD_8E,1342,0.316,0.597,0.646,0.994,2,213
1ReZIMmD_8E,1343,0.328,0.602,0.666,0.993,2,213
1ReZIMmD_8E,1354,0.561,0.262,0.859,0.762,2,215
1ReZIMmD_8E,1432,0.449,0.239,0.840,0.875,2,233
1ReZIMmD_8E,1454,0.127,0.104,0.546,0.977,2,241
1ReZIMmD_8E,1459,0.495,0.117,0.914,0.994,2,239
1ReZIMmD_8E,1550,0.670,0.133,0.937,0.987,2,264
1ReZIMmD_8E,1551,0.573,0.119,0.922,0.973,2,264
1ReZIMmD_8E,1685,0.075,0.320,0.377,0.843,2,304
